Date,Win Type,Artist,Template used,Outreach type,Linking URL,Point for,Domain Authority,Page Authority
Tue Feb 24 2015 00:00:00 GMT-0500 (EST),Initial,Robert Mapplethorpe,Supplemental-1,Primary,http://www.nasentrelinhas.com.br/noticias/costurando-ideias/657/a-sexualidade-explicita-na-fotografia-de-robert-mapplethorpe/,Theo,21,13
Tue Feb 24 2015 00:00:00 GMT-0500 (EST),Initial,Albrecht Durer,Supplemental-1,Primary,www.2112.net/powerwindows/main/RushInspirations.htm,Fahad,,
Tue Feb 24 2015 00:00:00 GMT-0500 (EST),Initial,Edward Hopper,Supplemental-1,Primary,http://buzzdixon.com/art-2/grudge-match-norman-rockwell-vs-edward-hopper/,Fahad,,
Tue Feb 24 2015 00:00:00 GMT-0500 (EST),Initial,Edward Hopper,Supplemental-1,Primary,http://www.inpalma.com/es/que-nos-gusta,Fahad,,
Tue Feb 24 2015 00:00:00 GMT-0500 (EST),Initial,Henri Cartier Bresson,Supplemental-1,Primary,http://www.etravelclouds.com/humans-of-paris/,Fahad,,
Tue Feb 24 2015 00:00:00 GMT-0500 (EST),Initial,Edward Hopper,Supplemental-1,Primary,http://web.mikitebeka.com/static/sun-in-cafeteria.html,Fahad,,
Tue Feb 24 2015 00:00:00 GMT-0500 (EST),Initial,Titian,Supplemental-1,Primary,www.moonpub.net/shake5/wordpress/?p=772,Fahad,,
Tue Feb 24 2015 00:00:00 GMT-0500 (EST),Follow-up,Wayne Thiebaud,Supplemental-1,Primary,http://home.gwi.net/~gwens/bio.html,Mariko,53,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Robert Rauschenberg,Supplemental-1,Primary,http://circa.umbc.edu/deadline-opportunities/,Theo,81,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,PULSE New York,Supplemental-6 (fairs),Primary,http://www.zapaday.com/page/event/74302-3/Pulse-Art-New-York,Theo,49,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Jean Michel Basquiat,Supplemental-1,Primary,davidsandum.org/jean-michel-basquiat-1960-1988/,Jack,,
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Olafur Eliasson,Supplemental-1,Primary,http://www.lajoiedesfleurs.fr/un-tournesol-brillant,Mariko,30,12
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,John Baldessari,Supplemental-1,Primary,http://www.tseadbruinja.nl/galery28.htm,Mariko,30,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Jenny Holzer,Supplemental-1,Primary,http://www.apres-production.com/liens.htm,Mariko,25,17
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Sebastiao Salgado,Supplemental-1,Primary,http://photoschoolonline.ru/training/free_tutorials/23.html,Mariko,31,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Sebastiao Salgado,Supplemental-1,Primary,http://photoschoolonline.ru/training/free_tutorials/23.html,Mariko,31,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Wayne Thiebaud,Supplemental-1,Primary,http://www.mockupplus.com/blog/post/10,Mariko,21,10
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Shirin Neshat,Supplemental-1,Primary,http://www.minastone.com/Tadig-with-pistachios-apricots-and-caramelized-onions,Mariko,23,17
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Jenny Holzer,Supplemental-1,Primary,http://mediaarchitecture.de/projekte/raum-licht-schrift/,Mariko,25,14
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Shirin Neshat,Supplemental-1,Primary,http://www.apotpourriofvestiges.com/2013/02/the-63rd-annual-berlin-international.html,Mariko,30,13
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,PULSE New York,Supplemental-6 (fairs),Primary,http://www.naomileshem.com/links/,Theo,24,16
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Hank Willis Thomas,Other-1,Primary,http://globetrottingstiletto.com/3-gts-hot-list-w-my-so-called-fashion/,Theo,22,17
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Man Ray,Supplemental-1,Primary,http://www.stefanoveratti.com/linkutili.asp?canale=1&voce=6,Theo,14,14
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Man Ray,Supplemental-1,Primary,http://www.hootingmissowl.com/,Theo,23,36
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Robert Rauschenberg,Supplemental-1,Primary,http://do.vlaanderen.be/beloning-van-stichting-robert-rauschenberg,Theo,86,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Niki de Saint Phalle,Supplemental-1,Primary,http://www.idavrasdonk.nl/contact.html,Theo,10,18
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Man Ray,Supplemental-1,Primary,http://www.neverthelessnation.com/2012_04_01_archive.html,Theo,16,15
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Robert Mapplethorpe,Supplemental-1,Primary,http://www.sexacrossamerica.com/,Theo,14,27
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Jeff Koons,Supplemental-1,Primary,http://snadgy.com/jeff-koons-closing-whitney/,Theo,21,11
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,,Supplemental-6 (fairs),Primary,http://www.margaretroleke.com/index.php?option=com_content&view=article&id=55&Itemid=56,Theo,16,17
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,,Supplemental-6 (fairs),Primary,http://www.susaneleyfineart.com/index.php/Detail/fairs/Pulse2015,Theo,30,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Edgar Degas,Supplemental-1,Primary,http://rjbuffalo.com/gore-vidal-teleplays.html,Nicholas,22,17
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-C,Taktical (standard),http://imranali.co/west_banksy/,Nicholas,17,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Follow-up,Edgar Degas,Supplemental-1,Primary,http://www.musicweb-international.com/classrev/2011/Aug11/Levaillant_Degas_108026.htm,Nicholas,57,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-C,Taktical (standard),http://www.jaimevalbuena.com/Weblogs/ArteCallejeroNatural/,Nicholas,13,17
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Takashi Murakami,Supplemental-1,Primary,http://www.langedesign.de/en/focus/index.php?so=6,Nicholas,8,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,ARCOmadrid,Supplemental-6 (fairs),Taktical (no-link),http://artacrossborders.wordpress.com/2015/02/26/artsy-net-arcomadrid-2015/,Nicholas,100,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Paul Cezanne,Supplemental-other (old),Primary,http://www.visitmima.com/whats-on/single/tracing-the-century-drawing-as-a-catalyst-for-change/,Nicholas,46,16
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Paul Cezanne,Supplemental-other (old),Primary,http://www.visitmima.com/whats-on/single/tracing-the-century-drawing-as-a-catalyst-for-change/,Nicholas,46,1
Wed Feb 25 2015 00:00:00 GMT-0500 (EST),Initial,Paul Cezanne,Supplemental-other (old),Primary,http://www.visitmima.com/whats-on/single/tracing-the-century-drawing-as-a-catalyst-for-change/,Nicholas,46,34
Thu Feb 26 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://www.aimlessdirection.com/2009/graffiti-you-dont-want-covered-up/,Nicholas,23,1
Thu Feb 26 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://blog.gianniwise.com/political/banksy-outdoors/,Nicholas,19,1
Thu Feb 26 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://felizcompouco.com.br/beleza-e-feminices/15-meu-universo-das-unhas,Nicholas,13,1
Thu Feb 26 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://handsomecitizens.com/2015/02/27/banksy-west-bank/#more-1446,Nicholas,14,1
Thu Feb 26 2015 00:00:00 GMT-0500 (EST),Follow-up,Edgar Degas,Supplemental-1,Primary,http://davidwolanski.com/2009/12/15/i-swear-im-turning-into-a-girl/,Nicholas,26,1
Fri Feb 27 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://www.academicworld.net/artikel-allgemein/article/neuer-banksy-bildband/,Nicholas,36,23
Fri Feb 27 2015 00:00:00 GMT-0500 (EST),Initial,ARCOmadrid,Supplemental-6 (fairs),Taktical (no-link),http://zoowithoutanimals.com/2015/02/27/arcomadrid/,Nicholas,1,1
Fri Feb 27 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://www.marshallsoules.ca/Signs/Resources/art.htm,Nicholas,14,12
Fri Feb 27 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-C,Taktical (standard),http://www.anglianhome.co.uk/goodtobehome/fun/banksy-back-in-bristol/#.VPD2iFPF9F8,Nicholas,46,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Keith Haring,Supplemental-1,Primary,http://www.pearltrees.com/recrea33/artists/id3589361#item138550691,Theo,75,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Hank Willis Thomas,Other-1,Primary,http://ourstorian.wordpress.com/,Theo,100,41
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Hank Willis Thomas,Other-1,Primary,http://ourstorian.wordpress.com/,Theo,100,41
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Hank Willis Thomas,Other-1,Primary,http://ourstorian.wordpress.com/,Theo,100,41
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Man Ray,Supplemental-1,Primary,http://www.mahemot.de/dada/merzkunst.html,Theo,13,16
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://tallulahkidd.com/serenading-the-soul-sound-healing-with-my-violin/,Theo,12,15
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Follow-up,Man Ray,Supplemental-1,Primary,http://www.shotnlust.com/Man-Ray,Theo,21,20
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://www.cheminart.com/2013/05/21/marina-abromovic-saw-my-portrait-painting-of-her-today/,Theo,27,17
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://harlotofthearts.org/blog/2010/05/,Theo,32,20
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Hank Willis Thomas,Other-1,Primary,http://theurbanchica.com/cultur-d-conceptual-artist-and-photographer-hank-thomas-willis/,Theo,14,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Hank Willis Thomas,Other-1,Primary,http://theurbanchica.com/cultur-d-studio-museum-of-harlems-exhibit-speaking-of-people-ebony-jet-and-contemporary-art/,Theo,14,13
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://www.acmenovelties.net/writing/the_artist_is_present.html,Theo,28,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,PULSE New York,Supplemental-6 (fairs),Primary,http://www.luxuriousprototype.com/lifestyle/art/digital-preview-pulse-contemporary-art-fair-artsy/,Theo,30,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://www.martinkreyssig.de/arbeiten/filme/zweiter-artikel-in-anderer-kategorie/,Theo,14,14
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://www.martinkreyssig.de/arbeiten/filme/zweiter-artikel-in-anderer-kategorie/,Theo,14,14
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://www.martinkreyssig.de/arbeiten/filme/zweiter-artikel-in-anderer-kategorie/,Theo,14,14
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Robert Mapplethorpe,Supplemental-1,Primary,http://www.argindar.com/argindarblog/dos-interesantes-webs-de-fotografia/#.VPNwLVPF-Ac,Theo,21,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://www.leonardcohenforum.com/viewtopic.php?f=5&t=35214,Theo,33,11
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://willyborichardson.com/journal/marina_moma/,Theo,27,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://www.premierediario.com/pelicula/1878-marina-abramovic-the-artist-is-present#.VPPB7lPF-Ae,Theo,28,15
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,PULSE New York,Supplemental-6 (fairs),Primary,http://www.takeonart.com/,Theo,14,21
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://www.lukescintu.org/2013/05/marina-abramovic-mi-ha-fatto-piangere.html,Theo,23,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://mandelrot.com/2013/10/arte-amor-y-silencio.html,Theo,23,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://lotten.se/2013/03/modern-skitkonst.html,Theo,39,12
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Marina Abramovic,Supplemental-1,Taktical (standard),http://interaktionslabor.de/lab14/theor14.htm,Theo,21,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,PULSE New York,Supplemental-6 (fairs),Primary,http://kigilife.com/blog/nearness/,Theo,15,15
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,PULSE New York,Supplemental-6 (fairs),Primary,http://kigilife.com/blog/artsy-pulse-2015/,Theo,15,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Robert Mapplethorpe,Supplemental-1,Primary,http://www.meniero.it/links/links.php?lang=it,Theo,25,21
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Niki de Saint Phalle,Supplemental-1,Primary,http://www.o-solemio.de/blog/der-tarotgarten-von-niki-de-staint-phalles/,Theo,25,1
Sun Mar 01 2015 00:00:00 GMT-0500 (EST),Initial,Niki de Saint Phalle,Supplemental-1,Primary,http://www.o-solemio.de/blog/der-tarotgarten-von-niki-de-staint-phalles/,Theo,25,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://hxbia.com/riddles-in-stone-graffiti-in-vancouvers-dtes/,Nicholas,34,14
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://www.dalinku.ro/2008/05/graffiti-marca-code-name-banksy/,Nicholas,16,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://www.ligiafascioni.com.br/2009/07/bom-humor-em-qualquer-lugar/,Nicholas,30,14
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://patepis.com/?p=4995,Nicholas,33,15
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Banksy,Supplemental-5-Artist-C,Taktical (standard),http://www.batechocolate.com/Urban_art.html,Nicholas,16,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Pieter Hugo,Supplemental-5-Artist-C,Primary,http://www.celineh2o.com/photography-this-must-be-the-place-by-pieter-hugo/,Nicholas,16,14
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://www.bitterernst.at/wp/,Nicholas,20,23
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Banksy,Supplemental-5-Artist-C,Taktical (standard),http://www.badtemperedzombie.com/2007_05_01_archive.html,Nicholas,22,14
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.th-photo.net/photo_blog/2010/12/the-story-of-vivian-maier/,Anthony,33,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.sonart.tv/Exposition-sur-la-vie-de-Vivian-Maier-et-son-oeuvre-a-Pisancon_a3072.html,Anthony,27,20
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://wroclawuncut.com/2014/05/08/weekend-kino-nowe-horyzonty-18/,Anthony,23,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.customcarchronicle.com/custom-cars/vivian-maier/,Anthony,27,11
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://revistazum.com.br/colunistas/o-enigma-vivian-maier-parte-ii/,Anthony,34,19
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.rcnky.net/articles/2014/10/03/so-much-photography-dont-miss-these-northern-kentucky-exhibits,Anthony,19,14
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.blancboutique.com/vivian-maier/,Anthony,18,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.welcometoeastvan.com/2013/02/finding-vivian-maier/,Anthony,25,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.amusedtolife.com/2013_02_01_archive.html,Anthony,15,16
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://thesubtimes.com/2011/10/18/westside-story-kid-art/,Anthony,33,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.leicaimages.com/topic/1023,Anthony,30,9
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Wassily Kandinsky,Supplemental-1,Primary,http://querelles.ca/?p=15363,Anthony,28,14
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Wassily Kandinsky,Supplemental-1,Primary,http://www.robertmills.me/colour-and-storytelling-in-films/,Anthony,24,25
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Rick Owens,Supplemental-1,Primary,http://www.misjab.nl/deventer/,Anthony,14,13
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.spaziofotograficocoriano.org/forum/viewtopic.php?f=41&t=4832&p=31826#p31826,Anthony,16,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.sipurpashut.com/book/vivian-maier-out-of-the-shadows/,Anthony,27,10
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://gowiththevlo.nl/op-zoek-naar-vivian-maier/,Anthony,14,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Kehinde Wiley,Supplemental-1,Primary,http://i-likeitalot.com/2013/10/page/7/,Anthony,29,7
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://blog.wustudio.cz/category/living/,Anthony,15,19
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Wassily Kandinsky,Supplemental-1,Primary,http://briciole.typepad.com/blog/2012/06/timballo-di-patate.html,Anthony,92,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.ladymadlux.com/2014/10/,Anthony,10,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.patmcnees.com/telling_your_story_29161.htm,Anthony,29,30
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://avfd.es/phpbb/viewtopic.php?f=5&t=290,Anthony,20,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Pieter Hugo,Supplemental-5-Artist-C,Primary,http://media.blogs.africamediaonline.com/2011/02/09/sharon-stone-in-abuja/,Nicholas,44,16
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Rick Owens,Supplemental-1,Primary,http://tiku.ru/blog/rick-owens/,Anthony,21,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.fotkarna.com/,Anthony,19,32
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Kehinde Wiley,Supplemental-1,Primary,http://sintalentos.blogspot.com/2005/09/holy-thursday.html,Anthony,92,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.resultaatgenieters.nl/wordpress/index.php/vivian-maier/,Anthony,15,12
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://sanseliv.dk/category/laekre-koncepter,Anthony,15,16
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Kehinde Wiley,Supplemental-1,Primary,http://www.colorsandjoy.com/photorealistic-paintings-of-the-african-diaspora-people-by-kehinde-wiley/,Anthony,25,13
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Pierre Auguste Renoir,Supplemental-1,Primary,http://maddwolf.com/new-in-theaters/pretty-as-a-picture/#sthash.XEXrk1Wb.dpbs,Anthony,33,13
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Diego Rivera,Supplemental-1,Primary,http://www.menendezymenendez.com/2009_07_01_archive.html,Anthony,15,16
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Diego Rivera,Supplemental-1,Primary,http://www.themodernnovel.com///cuban/carpentier/author.htm,Anthony,24,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.illustratorinparis.com/2014_03_01_archive.html,Anthony,15,15
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-1,Taktical (standard),http://echocite.ville.montreal.qc.ca/fonctionnaire-skater-et-artiste/,Nicholas,76,19
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Kehinde Wiley,Supplemental-1,Primary,http://qindonline.com/kehinde-wiley-men-on-floral-prints/,Anthony,20,15
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Diego Rivera,Supplemental-1,Primary,http://www.edulink.org/art.htm,Anthony,25,13
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Georgia OKeeffe,Supplemental-2B,Primary,http://www.axisastrology.com/?p=94,Anthony,15,13
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.matrjoschki.de/vivian-maier/,Anthony,19,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://siemsie.com/photo/2014/07/vivian-maier/,Anthony,18,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Diego Rivera,Supplemental-1,Primary,http://thereart.ro/weaart-2014/,Anthony,21,15
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.cosasquesemerecenun10.com/vivian-maier-una-fotografa-para-si-misma/,Anthony,14,12
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Vivian Maier,Supplemental-1,Primary,http://www.slownoodle.com/2011/07/vivian-maier-portraits.html,Anthony,21,15
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Rick Owens,Supplemental-1,Primary,http://www.clashboomband.com/the-reason-why-i-love-brands-like-rick-owens/,Anthony,13,16
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Diego Rivera,Supplemental-1,Primary,http://www.toolboxpro.org/classrooms/template.cfm?ID=4481&P=117151,Anthony,36,13
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Diego Rivera,Supplemental-1,Primary,http://www.chelmsford-tuc.org.uk/article157.html,Anthony,26,14
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,John Constable,Supplemental-1,Primary,http://victor.callaghan.info/time/wivenhoe/,Anthony,18,16
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,John Constable,Supplemental-1,Primary,http://www.explorethecountry.com/iPad/Slide-Shows-Index.html,Anthony,20,14
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-1,Taktical (standard),http://www.shortfame.com/banksy-hamburg-spread/,Nicholas,13,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://coolklub.com/banksyevi-originali-prodavali-se-za-60-a-inace-vrijede-na-tisuce/,Nicholas,18,9
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-1,Taktical (standard),http://www.mylifeinthequarter.com/p/links_13.html,Nicholas,15,16
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-1,Taktical (standard),http://www.cristianduarte.net/projects/plano-b/,Nicholas,20,17
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Frida Kahlo,Reclamation-1,Taktical (standard),http://urblife.com/the-life/run-this-town-philadelphia/,Nicholas,25,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Pieter Hugo,Supplemental-1,Primary,http://www.365ontario.info/articles/the-world,Nicholas,18,13
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-1,Taktical (standard),http://www.entertainmentattorneyblog.com/2013/10/23/street-art-law/,Nicholas,16,15
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Banksy,Supplemental-5-Artist-A,Taktical (standard),http://vark.blogspot.com/2015/03/httpswww.html,Nicholas,92,1
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Frida Kahlo,Supplemental-1,Taktical (standard),http://www.kellyogorman.co.uk/new-work-frida/,Nicholas,23,14
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Rene Magritte,Supplemental-1,Primary,http://www.magrittedb.com/liens.php,Nicholas,18,18
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Initial,Frida Kahlo,Supplemental-1,Taktical (standard),http://institutoperro.com/2014/los-perros-de-frida-kahlo/,Nicholas,23,11
Mon Mar 02 2015 00:00:00 GMT-0500 (EST),Follow-up,Wassily Kandinsky,Supplemental-1,Primary,http://www.daniellesplace.com/html/bible-lesson-creativity-line.html,Anthony,49,19
